Read 1000 bodies from file dataset/bodies_1000.csv
Using 5 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
183	14.87		-44.43		-32.88		89.97		5.72		-8.32		9.31
184	44.03		-83.24		-94.19		-86.09		-5.10		3.61		-4.99
185	48.60		-78.85		87.15		16.09		8.85		4.26		6.53
186	25.96		-93.13		-81.91		28.07		0.34		-3.88		0.13
187	18.58		14.22		-90.73		8.27		8.64		-5.21		6.85
188	13.24		43.89		-79.71		18.09		-7.62		-0.80		9.17
189	32.90		-85.87		-79.74		-85.18		-9.48		5.71		-5.56
190	46.99		-33.73		-41.94		-97.80		-0.94		-8.00		7.94
191	28.03		-45.73		64.90		-82.84		2.87		6.89		-4.21
192	96.30		-83.84		94.13		-92.94		0.91		4.73		-8.91
193	14.32		64.15		15.54		-44.45		-5.78		-7.65		-4.43
194	70.82		83.04		57.52		88.25		4.97		3.30		9.36
195	6.11		61.56		-26.38		-80.61		2.99		7.20		-0.81
196	60.77		21.39		-83.82		35.73		5.19		4.47		1.62
197	97.23		15.41		-78.23		91.24		-0.50		8.18		-3.15
198	77.26		-50.39		31.98		11.14		-2.14		2.71		-3.88
199	54.20		-10.31		83.51		82.40		-3.34		8.43		-4.57
200	14.89		-27.75		90.47		91.59		-8.63		2.38		0.50
201	9.87		-44.19		1.28		59.36		-5.47		0.58		0.41
202	71.71		-58.90		94.37		91.71		1.38		7.68		-5.54
203	1.56		-87.59		-3.02		9.05		7.83		5.85		6.47
204	18.77		58.49		-63.14		17.27		-9.14		1.41		-8.70
205	22.53		28.20		71.67		-32.70		-9.99		-5.88		2.09
206	72.23		-97.30		35.70		58.49		-9.12		7.28		6.62
207	16.65		48.07		-15.01		-35.59		7.53		-7.55		5.99
208	39.38		-81.04		40.47		-1.45		7.21		3.67		0.92
209	94.44		99.73		-40.13		-75.73		0.54		-8.22		-1.01
210	79.27		4.83		87.13		54.44		-4.27		8.14		4.19
211	97.18		83.14		-93.32		77.59		9.80		7.37		-3.69
212	88.03		-67.68		-0.47		93.58		-6.48		4.01		-3.36
213	27.21		-92.12		-48.21		68.16		7.40		-4.96		-1.64
214	44.34		-82.24		-61.51		80.31		-1.60		2.06		-9.77
215	85.80		-73.73		-33.02		73.68		1.56		-8.78		2.33
216	88.19		48.79		-17.85		28.89		-9.19		8.64		2.51
217	2.19		93.12		27.99		53.48		-2.07		0.21		8.70
218	44.35		63.21		91.27		87.10		-7.61		-7.94		-5.30
219	28.93		-33.48		-28.68		49.72		-1.22		6.30		-6.22
220	50.43		45.65		-33.27		36.18		-4.13		-2.05		0.95
221	72.60		-89.31		71.32		-77.23		-7.44		6.07		-0.88
222	50.18		-57.82		47.68		-50.01		-9.43		1.14		5.36
223	48.66		-5.83		27.57		68.40		4.35		7.13		8.06
224	46.23		-55.88		43.86		-95.12		9.93		3.94		5.30
225	43.83		33.60		43.44		-10.24		-3.27		-3.26		-1.83
226	70.67		97.90		-9.28		63.37		3.61		4.95		-8.10
227	55.66		-10.72		11.32		-59.99		4.58		2.57		-3.34
228	35.67		64.99		-37.32		-38.83		-3.63		3.54		0.94
229	5.53		-52.28		-91.79		29.37		-4.16		3.17		-1.92
230	33.71		72.07		-20.87		-79.12		3.45		-0.93		4.30
231	84.96		-33.73		-16.40		40.58		4.88		4.13		-2.42
232	74.93		-93.87		26.33		-76.81		9.40		0.15		2.47
233	5.23		-17.97		94.77		93.34		-2.84		7.39		8.72
234	57.97		9.85		-48.33		5.93		4.29		-6.71		0.02
235	5.82		20.91		-86.36		95.97		-9.60		-7.20		6.40
236	66.76		64.04		-18.75		62.09		1.11		-4.40		4.69
237	79.94		-8.96		-25.57		-59.72		-9.69		8.40		-1.74
238	17.11		-9.90		34.63		-58.36		-7.78		0.77		-0.33
239	19.65		-3.12		41.50		-41.81		-3.26		-6.89		-2.70
240	85.35		51.18		46.26		-21.23		5.74		6.39		-9.74
241	57.35		-16.38		98.58		48.68		-3.02		5.30		2.95
242	98.29		-55.98		-29.49		39.69		3.19		9.36		1.28
243	19.78		-83.49		-19.60		-63.89		4.34		1.82		-6.75
244	18.43		79.06		44.66		77.58		-7.46		-9.88		-8.70
245	95.48		9.42		16.95		7.22		-0.38		-5.47		-6.27
246	42.83		-61.91		66.18		-10.98		-3.48		3.17		-6.65
247	3.86		19.98		90.90		4.89		6.40		-0.41		3.57
248	69.73		-95.29		72.19		-9.12		-1.13		7.64		-2.53
249	29.61		-78.45		75.72		91.66		-0.12		4.38		-3.15
250	43.72		14.25		74.78		4.04		-7.33		-8.73		-5.26
251	32.07		-51.39		-22.37		82.32		8.31		-2.76		-7.64
252	6.61		-43.11		60.20		6.58		-3.23		2.22		4.22
253	9.64		36.97		25.53		96.57		1.53		-7.25		7.55
254	36.00		-11.91		-53.96		30.26		-2.59		8.42		-8.46
255	13.85		-12.18		53.39		-80.95		-6.74		3.84		-4.91
256	53.24		-99.29		41.82		75.39		-0.67		1.71		2.63
257	25.85		69.61		8.06		-0.33		-7.64		-6.93		-5.91
258	72.40		-53.44		-50.67		81.63		-0.78		-0.38		-4.75
259	99.71		-94.32		-99.13		-66.38		-5.82		5.85		3.61
260	22.16		65.09		22.71		65.84		0.01		-8.10		9.05
261	62.28		81.35		83.00		-72.65		-0.37		-9.36		4.40
262	9.45		-6.66		-86.16		-90.22		-7.23		-8.26		-8.98
263	23.67		33.89		-40.22		34.27		1.05		5.16		1.08
264	53.77		85.04		52.59		-32.22		1.72		-6.37		0.52
265	98.02		99.49		-78.85		-58.92		-5.44		6.15		7.51
266	86.96		97.06		57.14		-42.34		-8.10		-5.85		9.94
267	6.74		81.73		-62.05		93.28		-8.04		-5.91		-2.76
268	79.25		-83.14		-99.15		-10.59		-6.21		1.43		7.32
269	70.45		66.80		-76.88		39.61		-7.58		-3.46		-4.68
270	19.48		57.11		-61.31		-57.79		-9.69		-1.18		9.66
271	6.06		8.58		63.44		-89.83		0.15		-9.84		5.02
272	90.61		63.52		-76.11		-96.70		-7.26		-2.76		2.44
273	97.68		67.60		-99.09		-6.13		8.62		7.32		7.00
274	84.87		-2.53		-57.75		70.04		-0.37		-6.75		-6.71
275	82.64		-80.89		95.61		2.69		-2.95		-2.26		-3.51
276	52.12		30.76		64.08		-24.75		0.33		-9.98		2.06
277	76.43		80.42		-29.83		-88.67		4.54		-2.12		-7.24
278	69.75		-63.66		3.26		3.21		-3.29		6.63		9.88
279	95.70		-19.92		9.20		-24.35		0.95		-5.60		4.08
280	52.11		10.93		43.43		-90.33		-7.69		-0.40		8.36
281	1.46		-54.38		39.85		-40.41		2.95		-3.35		-4.25
282	6.30		-49.45		-6.90		73.78		4.90		-9.93		8.76
283	5.45		-27.14		-7.80		-89.04		-5.47		3.25		-6.66
284	5.74		19.22		69.60		-43.51		0.76		-5.75		0.13
285	30.86		-32.20		-65.34		4.29		-8.31		4.51		-5.11
286	23.92		-60.64		-74.00		-95.22		6.53		-0.14		-2.02
287	35.88		85.50		-14.16		66.10		-8.68		0.05		-8.64
288	26.12		52.45		41.82		61.24		9.57		6.79		1.31
289	61.78		51.68		99.13		-9.49		-7.74		-1.96		-8.77
290	21.12		-5.41		-80.85		-48.49		1.44		-6.02		7.24
291	61.40		-48.91		10.07		21.61		5.32		3.84		-4.98
292	64.39		-96.55		45.51		-48.20		1.44		-4.72		-1.51
293	17.38		4.73		55.51		82.25		6.52		-8.11		-5.27
294	85.25		-20.13		22.68		-58.51		-6.21		7.21		-8.51
295	1.51		-66.16		-84.46		-56.14		2.23		-3.01		-7.54
296	23.45		-25.53		-25.19		-14.23		0.14		1.89		-2.44
297	54.80		30.68		-13.27		26.03		8.34		6.22		3.43
298	95.35		-8.38		57.04		-75.98		7.93		-9.76		8.54
299	56.94		-1.87		13.61		-1.36		-5.96		7.17		3.20
300	30.52		-0.24		12.35		42.84		7.93		-2.14		-8.67
301	52.23		-20.14		-96.75		18.52		6.76		-8.36		-6.83
302	95.31		-67.63		40.23		62.07		-1.63		8.22		2.98
303	7.90		-44.87		-39.72		-53.72		2.01		4.02		-4.37
304	98.87		-46.58		37.00		68.90		4.12		-6.93		-6.39
305	99.05		64.97		84.32		-22.67		-9.40		2.59		4.98
306	74.40		-83.25		-28.81		73.40		0.07		-8.93		0.93
307	49.25		22.42		-56.05		41.79		-2.95		8.84		-4.53
308	78.18		-6.86		56.84		62.16		4.06		8.24		0.43
309	43.29		-95.42		1.24		85.74		0.07		5.91		-2.28
310	27.50		-25.47		13.85		75.64		7.88		8.42		-6.68
311	53.29		94.36		-24.46		-42.56		-7.71		-5.81		1.00
312	81.05		17.59		-63.43		-6.32		0.75		-6.14		-1.17
313	84.65		69.63		7.46		33.86		1.78		8.63		2.99
314	50.59		1.78		-30.73		85.60		3.66		-4.59		-6.06
315	35.39		-90.47		-55.25		13.49		-6.78		5.13		-6.25
316	55.15		-75.12		27.71		22.61		2.26		1.68		-3.72
317	92.08		-4.02		-21.25		84.29		-5.18		-3.30		4.03
318	40.38		95.81		-84.65		-46.56		5.05		4.09		9.69
319	18.36		-61.45		39.60		-42.39		-0.47		0.50		0.14
320	18.19		-98.87		12.05		-70.71		-1.65		-5.67		7.46
321	53.80		38.67		42.15		-90.71		-6.04		2.37		0.86
322	20.06		18.34		-73.02		-50.65		7.33		-1.26		-6.51
323	32.41		30.94		71.35		-27.14		-8.52		-4.42		-4.72
324	90.52		-61.24		84.19		35.09		-7.49		7.66		-6.74
325	46.72		-22.52		-85.17		-9.64		7.81		-6.52		0.21
326	41.81		79.30		9.23		30.79		-6.31		4.50		-5.10
327	69.76		37.32		30.95		31.02		6.53		-2.42		1.55
328	20.27		73.02		32.85		-50.12		-5.05		-9.51		3.72
329	21.43		36.50		71.94		47.38		-8.60		-3.28		8.73
330	64.56		-54.32		37.81		-91.14		-9.62		8.30		-9.09
331	37.75		55.10		-36.96		-18.64		4.17		-6.08		-0.92
332	29.53		-16.99		34.21		-0.99		8.79		-7.21		4.12
333	65.22		93.08		-60.87		-81.48		9.47		-6.43		-8.27
334	26.45		-99.19		-65.60		-2.21		-0.35		-2.96		-6.06
335	31.46		-74.45		55.56		-56.16		-9.58		1.72		0.67
336	99.90		-37.98		-66.08		40.54		7.69		0.37		-3.26
337	10.43		-31.86		50.35		-68.99		7.12		-1.64		4.42
338	16.93		33.53		-88.20		4.22		-5.66		3.56		-9.26
339	12.07		33.69		-25.27		26.34		1.31		1.23		-9.22
340	39.39		46.97		76.02		-32.51		9.63		7.11		-2.26
341	2.89		-21.50		40.12		95.77		-2.98		-9.20		-2.21
342	56.53		-43.71		-26.26		-55.17		-3.15		7.63		-0.01
343	96.34		97.50		78.44		1.11		-3.99		3.03		1.71
344	65.00		-90.81		-65.94		-36.11		7.66		-7.73		-1.48
345	84.29		72.74		10.37		97.11		-3.24		8.82		2.70
346	61.58		-17.27		65.41		-63.44		-0.81		-3.00		5.78
347	29.38		35.76		23.91		-39.20		7.06		-7.14		-1.55
348	16.44		-57.07		48.71		-64.01		-8.12		0.68		-1.23
349	67.22		36.07		-79.62		27.32		8.10		5.44		-1.97
350	17.73		4.09		-92.91		-83.68		0.63		-5.01		6.36
351	60.25		-79.49		-48.64		-3.62		-9.80		3.68		-1.06
352	35.38		55.60		-36.59		55.30		-8.44		2.79		7.78
353	14.43		-42.22		-15.41		-21.88		6.23		6.79		1.52
354	27.51		-8.00		-70.13		73.07		7.23		9.56		-8.45
355	73.00		-43.94		-55.58		67.56		3.45		2.22		2.96
356	88.06		-16.14		-15.88		-74.54		9.40		0.44		2.80
357	28.48		67.08		52.28		-80.67		-6.70		-3.61		-8.00
358	65.39		-36.89		35.72		45.14		8.88		6.33		-5.12
359	45.73		80.26		17.37		-41.18		-5.66		-9.63		-1.58
360	65.72		-14.71		69.36		-1.80		6.52		8.85		2.49
361	54.62		0.14		-7.72		91.62		6.83		7.46		4.75
362	40.01		95.53		-1.76		88.74		-0.50		-7.97		-4.37
363	21.88		62.01		27.39		-46.04		1.52		6.67		-1.87
364	57.06		20.18		64.28		9.22		0.30		-6.07		-8.80
365	83.21		-93.82		-93.95		26.72		6.31		-1.49		-2.02
366	29.28		-56.46		-85.36		-38.71		2.14		-4.02		1.51
367	73.80		66.66		54.89		-36.39		4.83		8.09		-3.54
368	92.43		52.85		1.73		10.19		6.65		-2.88		-4.82
369	23.63		-99.71		-0.78		53.68		4.16		8.05		8.02
370	85.66		-0.66		65.38		99.77		9.38		8.05		-0.17
371	83.15		31.96		-1.24		94.14		9.74		-9.08		-4.65
372	1.14		22.66		93.22		23.25		-3.04		-7.99		-4.44
373	32.07		-99.21		-68.08		54.19		-6.32		5.59		6.96
374	49.54		22.71		-79.03		86.54		-2.21		-2.71		-4.67
375	89.61		-5.72		54.15		38.71		-8.10		-7.51		-6.59
376	26.69		-77.39		28.38		-57.34		-4.63		-5.00		5.60
377	88.29		14.42		-39.55		97.99		2.17		-4.82		4.28
378	70.85		-79.46		-72.54		-60.51		7.46		6.53		2.29
379	67.83		10.35		31.70		-26.74		-8.08		-1.84		-9.08
380	28.71		3.47		-45.47		-9.21		-1.56		8.31		-6.23
381	99.36		-67.25		-12.41		37.05		-1.42		-5.46		3.95
382	73.12		68.71		-59.07		-1.98		-4.11		-5.56		4.39
383	46.43		-89.56		-38.08		14.73		-8.38		6.39		-0.23
384	7.63		1.85		48.02		-16.53		-7.93		-1.08		9.06
385	21.52		57.66		-88.63		56.52		1.60		-2.02		-1.93
386	94.92		40.89		-83.53		-35.70		6.57		-6.78		-0.86
387	74.41		-57.43		94.90		-40.24		2.43		-9.90		-3.39
388	26.75		67.32		-9.80		2.27		-4.63		-9.95		-4.22
389	14.99		42.94		49.09		80.59		7.39		-3.55		-6.03
390	72.62		17.97		19.33		-59.14		0.19		1.08		-8.49
391	39.64		-36.45		14.47		10.56		2.67		-1.64		-5.44
392	44.79		-60.48		-18.83		-94.98		-1.74		-7.51		-7.91
393	15.70		-4.91		29.70		19.79		-6.70		8.42		4.87
394	70.68		7.46		-31.71		64.45		8.00		0.33		6.45
395	65.35		-30.51		25.09		-88.49		5.63		-3.56		1.96
396	20.55		-84.27		-39.74		50.06		-6.62		9.25		2.47
397	74.04		-60.34		97.88		-36.25		-7.83		-9.93		-9.49
398	34.97		-80.93		-13.57		-12.66		3.91		3.09		5.41
399	76.36		-66.77		18.16		86.42		0.76		1.27		9.00
400	45.27		-58.51		61.36		-1.50		-3.39		-4.67		2.64
401	84.07		51.70		80.95		74.10		-9.57		-3.05		1.43
402	51.73		-87.16		21.72		-42.59		1.00		0.35		-8.89
403	47.75		-11.07		-25.73		-16.54		7.20		-4.29		0.42
404	72.46		7.76		57.66		-79.55		9.84		8.82		-6.58
405	92.90		-48.88		-37.36		95.90		-7.11		0.90		6.57
406	72.59		62.19		51.22		3.58		-6.11		-0.27		-4.97
407	37.98		-35.77		93.24		63.84		1.60		4.40		-5.82
408	73.77		-39.01		-40.88		-91.92		0.09		-3.96		2.86
409	75.66		-71.52		-96.30		-12.23		-6.72		-1.46		4.67
410	25.50		-83.02		-60.38		-14.19		-4.90		3.32		5.66
411	51.00		89.47		-22.58		67.36		3.05		1.15		-7.53
412	65.52		87.77		20.85		-65.89		5.99		9.88		3.65
413	43.70		-75.35		-8.03		44.57		-5.02		-1.71		-0.11
414	86.57		63.06		-50.88		-98.32		6.59		-8.58		5.28
415	64.19		-27.74		20.33		-72.17		-0.10		-1.06		-3.11
416	73.49		-3.32		89.09		25.47		-5.59		8.61		9.70
417	20.19		-70.98		-90.11		-98.78		-9.77		6.44		7.69
418	84.44		-70.12		4.91		-72.46		-5.23		9.20		-3.51
419	50.25		96.10		-27.53		-52.23		4.88		-9.01		-6.00
420	52.39		-14.65		-6.42		-31.20		-8.25		-0.37		-3.84
421	96.46		56.26		23.20		59.54		-5.38		7.68		7.84
422	9.16		-10.60		64.03		45.63		-0.82		-1.97		3.38
423	71.60		82.05		-86.09		65.78		-0.81		-5.68		-9.81
424	25.66		79.58		87.80		-97.65		2.58		8.10		-3.80
425	89.68		36.87		-4.60		-1.72		-0.19		9.34		-8.71
426	34.21		-16.20		-34.61		-1.48		6.23		1.38		-4.32
427	61.51		-82.91		85.33		67.70		5.16		-4.56		-8.45
428	76.36		-57.07		77.57		-63.11		-7.09		6.45		2.25
429	83.93		-20.86		-64.38		70.26		-4.43		-8.33		-6.17
430	72.66		26.96		18.87		31.57		-2.72		-4.12		-4.05
431	81.51		-77.65		-53.23		-72.02		1.15		-9.37		1.86
432	30.42		57.50		15.98		19.78		8.62		-9.18		-8.11
433	33.96		-76.84		67.28		-57.73		7.86		-9.12		-0.43
434	64.45		23.92		-11.30		-70.60		-9.63		-2.08		1.83
435	30.84		39.01		-3.69		40.33		-0.32		8.57		8.77
436	94.93		46.19		32.31		25.45		3.18		-8.32		7.34
437	62.78		-70.77		92.65		69.65		7.14		5.15		-3.94
438	51.34		31.83		33.10		-17.58		-0.84		-6.64		3.03
439	62.72		-25.91		-5.38		-15.39		-6.88		-2.81		9.75
440	40.06		1.27		62.31		14.17		4.85		9.37		6.54
441	25.79		96.68		-12.86		72.51		2.69		-4.76		-2.46
442	48.55		14.10		-47.64		84.81		-0.44		7.91		0.05
443	57.05		71.34		-17.77		44.73		8.03		6.78		1.95
444	15.06		47.00		70.97		-60.70		0.13		-5.84		5.48
445	63.85		-57.84		75.12		-55.83		-5.86		-7.19		4.80
446	83.27		30.49		-55.23		28.58		-6.76		-9.16		0.81
447	92.07		52.41		50.62		-74.49		4.72		8.32		4.28
448	22.47		53.83		72.91		41.62		-3.92		9.27		-9.95
449	1.11		63.10		19.72		-50.85		8.45		-6.66		6.76
450	4.91		23.02		37.12		77.97		-1.27		5.58		-4.40
451	68.94		-75.07		-29.17		-19.60		9.69		1.12		4.21
452	70.76		-77.12		10.02		-9.03		-1.01		6.52		-6.35
453	65.21		35.86		-43.31		39.51		3.34		9.77		-2.26
454	77.01		-66.26		-84.05		-93.59		-1.28		-1.05		6.84
455	98.46		-32.26		-47.78		34.42		-6.74		6.31		-0.97
456	47.45		-15.39		-60.48		-1.91		-4.61		9.33		8.96
457	45.72		-76.35		0.56		54.25		-8.31		-4.63		5.86
458	70.07		45.85		81.56		-87.84		6.97		2.24		-1.21
459	10.16		90.91		24.61		-35.21		7.43		8.18		6.17
460	74.84		-80.69		80.50		11.66		2.53		3.36		3.54
461	46.47		-37.33		80.58		-35.23		-7.80		2.13		-5.62
462	96.14		21.32		73.84		-78.30		-1.83		-8.84		4.18
463	32.45		27.80		76.70		77.87		2.40		5.15		1.02
464	81.54		-5.05		-88.29		28.70		-8.28		-6.45		-6.41
465	96.38		32.26		25.24		12.33		-0.95		-0.49		3.50
466	18.04		86.43		-93.93		97.50		-6.82		4.13		6.65
467	82.86		71.09		-17.30		-28.35		-9.20		1.67		-2.45
468	82.11		-34.40		-7.00		-23.26		2.98		-6.29		6.92
469	61.53		-31.05		-41.97		-70.68		4.28		-4.30		-7.74
470	86.05		-43.41		-36.43		-83.95		3.40		-9.95		-4.74
471	69.88		-24.05		-1.58		14.36		8.65		1.95		-6.29
472	69.61		39.53		21.39		54.42		1.23		0.25		3.70
473	33.86		-82.80		-60.71		47.56		3.28		5.37		9.49
474	99.32		-72.93		88.43		-21.98		2.14		5.26		7.54
475	9.65		-5.64		-26.29		7.46		9.19		-2.61		3.58
476	97.23		32.94		73.50		54.87		9.55		7.03		-7.07
477	37.65		81.96		-7.79		-90.03		-3.71		-8.03		3.41
478	6.02		81.76		2.53		-14.71		5.04		-9.71		0.71
479	54.45		68.38		22.69		24.47		1.38		-1.42		-2.69
480	44.36		-81.52		-98.41		51.62		3.08		-4.76		-5.10
481	79.26		-23.05		99.65		-80.91		2.33		0.25		-4.45
482	50.31		66.82		-88.94		-50.05		1.13		3.38		-2.35
483	54.24		-89.80		76.20		59.72		-0.25		-6.49		1.32
484	26.04		99.18		-53.07		-22.60		-5.18		4.62		4.39
485	35.03		69.44		78.82		-37.72		-6.35		-4.82		-1.10
486	45.32		86.28		-3.42		-4.86		-2.95		5.76		6.71
487	41.16		55.93		-95.72		77.50		4.71		3.31		-5.38
488	77.96		24.23		60.38		-99.01		-1.72		-0.61		-3.50
489	50.54		74.25		-98.41		-10.13		-4.76		-10.00		-6.69
490	86.59		-76.49		1.04		87.99		-0.08		-7.80		-7.92
491	43.68		-55.28		16.45		-39.61		-1.58		-7.76		-5.51
492	69.60		52.01		50.70		-98.96		-0.62		-6.54		-4.11
493	96.39		-44.16		45.74		-19.41		-8.44		7.94		-2.85
494	63.71		72.23		-95.94		35.42		-3.67		-0.79		2.96
495	29.70		-16.45		75.27		-40.83		-1.96		-2.86		-0.91
496	80.20		-41.75		-44.89		-66.78		5.30		-2.27		3.38
497	69.29		26.96		50.40		27.67		-8.62		7.89		-8.20
498	6.34		38.80		35.38		-93.73		3.84		0.25		6.19
499	2.63		-76.84		66.20		54.50		-5.52		-0.87		8.50
500	2.81		-76.39		90.53		-36.89		0.23		2.76		6.64
501	42.48		-16.54		90.43		51.69		6.97		-7.54		-1.80
502	56.41		60.76		-99.02		67.46		8.15		-3.44		3.14
503	67.39		-81.11		11.82		-84.38		-5.99		-6.15		-9.86
504	46.17		81.57		-68.78		90.49		3.52		4.57		-3.43
505	92.36		-43.56		56.16		28.34		4.15		7.77		6.76
506	19.60		96.82		98.55		17.11		-1.98		-2.24		2.42
507	92.65		59.54		-1.79		26.25		9.98		-0.95		7.14
508	29.52		97.48		69.88		-32.21		0.02		-7.88		-5.74
509	21.96		-59.01		2.75		86.43		-4.74		0.35		5.78
510	33.47		-83.48		-25.11		-21.67		2.57		0.92		0.86
511	68.94		96.46		-94.27		51.09		-0.16		-6.56		5.88
512	66.26		-10.43		-62.40		-13.59		4.76		-8.06		-8.86
513	84.52		-20.01		2.78		-77.58		-2.03		0.40		7.62
514	77.58		17.11		-59.34		-47.24		-8.18		-5.08		-0.63
515	67.48		88.56		5.02		7.44		3.12		1.38		5.72
516	1.26		86.58		-1.97		-12.75		-6.19		9.90		-0.91
517	53.40		-48.01		31.26		29.27		-3.39		3.50		3.77
518	43.11		-5.10		-87.90		49.97		-7.54		-7.93		4.68
519	35.96		-77.02		88.48		63.93		2.90		-3.19		5.70
520	29.15		63.63		-86.62		-57.13		-1.33		0.02		-3.09
521	67.89		-16.42		-75.08		75.69		-2.68		-5.44		-5.16
522	60.86		-70.38		-33.24		-15.04		1.24		5.52		-3.65
523	72.27		71.27		80.36		-23.05		-1.62		-0.78		-6.44
524	21.46		-73.98		-10.43		-1.30		4.12		7.96		-6.15
525	66.99		-30.63		-92.28		-44.42		6.83		-8.20		2.36
526	51.92		15.85		-98.80		-88.01		-5.69		-4.09		8.43
527	25.54		-55.88		-54.17		-59.15		-9.93		8.66		5.62
528	16.96		17.94		-94.99		0.37		-7.69		4.50		5.84
529	11.48		-56.14		-93.35		86.98		8.62		-7.86		4.98
530	82.74		51.49		97.19		90.94		-4.91		5.52		-4.41
531	47.74		87.99		46.96		70.70		-4.37		8.06		-6.96
532	40.02		-33.85		-31.47		-82.36		-2.68		7.28		2.73
533	59.92		-39.87		-37.73		33.04		9.08		-1.33		-6.41
534	61.10		14.53		72.67		28.65		6.63		2.92		2.15
535	44.37		-82.60		87.85		24.98		4.03		6.83		-0.23
536	59.59		46.00		-42.36		-11.26		-6.26		-0.64		-1.77
537	54.91		83.07		76.20		34.31		-6.93		3.35		-7.16
538	86.07		23.91		-22.85		67.14		3.32		2.09		2.76
539	5.61		29.44		13.44		78.58		5.22		1.78		-0.22
540	21.92		-67.89		92.91		58.59		1.12		7.78		3.33
541	74.39		-14.24		82.15		-5.71		6.34		-3.35		9.24
542	21.78		-69.02		5.39		-54.30		9.80		-1.89		-9.15
543	20.48		-59.34		61.66		82.51		5.04		-1.13		-5.08
544	23.55		-59.58		14.53		-67.62		4.71		3.22		-0.12
545	32.21		19.88		92.66		-77.06		3.26		9.68		9.17
546	36.69		-21.44		52.87		-45.49		4.03		-6.30		-0.33
547	31.34		-52.32		41.20		17.34		5.03		1.65		-2.84
548	57.73		-65.54		90.57		26.41		-9.63		7.81		-0.09
549	54.16		90.92		-29.08		-98.41		4.38		8.02		5.70
550	64.09		-63.70		84.97		-33.81		5.44		8.22		-7.81
551	3.78		67.38		31.80		-30.65		-6.63		-6.91		-2.94
552	56.86		-32.72		73.70		-79.04		9.93		2.40		-3.18
553	64.36		19.89		7.20		59.67		-2.56		-3.08		7.26
554	57.95		76.73		-71.34		65.68		-1.90		1.09		6.45
555	12.75		-83.29		50.93		-1.51		-6.39		-7.11		5.82
556	72.75		-36.10		1.70		-2.94		-4.45		6.83		-0.91
557	96.44		27.96		89.79		33.74		0.08		-8.66		5.93
558	9.08		-29.22		42.32		5.67		-9.33		-5.95		-4.73
559	45.06		-85.76		-0.67		97.63		-7.61		1.77		-1.50
560	66.39		12.42		-3.04		-64.07		-3.92		-3.06		8.58
561	42.99		-55.33		83.77		37.19		8.44		-5.10		0.84
562	41.87		-64.70		9.11		-79.84		9.32		1.18		-3.38
563	40.92		80.63		-65.56		-24.83		-5.33		-4.62		-9.16
564	99.82		92.01		-30.53		-41.85		5.43		5.84		5.58
565	56.24		39.67		-43.50		91.98		-1.28		2.00		-4.44
566	75.19		80.54		68.19		-96.94		1.71		3.71		-3.14
567	32.18		-79.61		63.69		-69.86		1.14		-6.28		-8.29
568	64.30		-73.91		-89.41		79.51		-0.98		-0.17		-0.34
569	73.90		2.27		19.76		67.43		2.47		7.07		7.83
570	28.48		-17.85		-47.19		-82.18		-2.97		0.55		0.26
571	78.30		-36.40		21.64		96.79		8.98		-3.57		3.95
572	35.25		-88.87		-3.83		-56.51		-8.02		-6.55		4.53
573	33.05		70.64		-90.49		-11.10		-1.42		8.49		-6.58
574	58.31		-19.60		78.14		-19.95		-8.38		-5.52		0.94
575	65.81		-45.83		73.24		84.76		2.39		1.40		1.15
576	64.28		-87.10		-0.42		55.94		-5.73		-7.66		0.12
577	20.84		-30.81		90.43		8.25		4.55		-8.35		-5.50
578	51.49		57.19		-57.39		-47.65		-4.81		-2.60		-0.97
579	99.96		-32.55		-26.76		51.14		-0.20		3.16		-1.38
580	59.20		72.21		-48.34		24.63		-7.60		-8.49		-3.76
581	4.76		16.28		35.53		-28.46		-0.08		8.87		-1.72
582	7.47		-80.31		-4.33		-60.92		-0.69		7.62		3.68
583	17.54		65.79		-37.41		-19.49		-4.08		4.91		1.29
584	30.33		-55.36		-81.69		59.29		9.49		3.71		-6.81
585	79.89		-26.89		-75.71		65.88		1.60		9.38		-7.25
586	23.56		-70.38		67.78		54.66		-0.80		-1.99		7.69
587	6.81		-85.24		98.65		89.38		-1.14		-1.57		8.00
588	21.58		50.86		-55.02		-45.93		6.65		-4.98		-9.19
589	31.36		-98.09		-65.56		19.22		4.74		3.39		1.00
590	30.83		79.79		-98.01		-54.21		8.31		0.69		-9.11
591	65.88		33.82		-68.77		-53.86		-9.03		3.65		4.55
592	61.03		63.02		20.53		69.12		-6.06		7.38		0.06
593	61.64		40.08		-62.47		-72.62		-6.02		-9.98		-1.81
594	59.17		78.62		-77.35		-96.82		-0.37		-9.40		8.29
595	25.08		-73.68		68.94		91.90		8.44		-1.98		3.42
596	82.63		-36.09		91.43		33.13		4.61		-1.88		7.00
597	11.58		-7.16		-76.96		-79.51		-6.17		5.91		0.57
598	83.24		11.40		52.89		15.90		3.57		5.74		0.46
599	44.52		-96.88		38.53		-20.59		4.03		6.66		-3.62
600	99.99		23.55		32.10		-29.39		-7.90		1.52		2.11
601	16.54		56.75		-41.76		60.08		-1.27		-5.41		-1.85
602	15.70		79.60		39.59		37.00		9.71		3.07		-0.29
603	94.37		27.83		22.71		-49.67		-7.64		1.54		-9.35
