Read 500 bodies from file dataset/bodies_500.csv

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
419	73.46		-37.76		47.06		38.76		-0.48		-7.88		1.64
420	50.17		43.35		-81.07		-1.94		3.17		0.64		-6.24
421	28.52		-7.93		92.07		10.60		1.50		6.98		-0.43
422	57.92		-72.22		-31.71		58.95		-3.30		4.04		5.77
423	75.14		63.96		-7.97		29.60		-4.36		8.88		1.04
424	49.70		33.83		-96.88		-33.92		-9.31		4.19		4.12
425	67.31		-52.33		-46.35		-34.54		3.49		-1.19		-1.47
426	38.76		-34.92		-17.31		-5.12		7.19		-7.84		1.41
427	90.95		-44.48		-59.88		-57.51		-1.64		2.29		-7.34
428	2.34		68.37		-74.04		-90.12		0.70		3.64		-4.03
429	62.60		-23.48		-18.02		-64.71		-4.83		-9.99		1.59
430	45.68		-76.85		-86.30		-90.60		-1.85		3.89		-4.15
431	99.82		-84.82		15.13		31.05		9.17		9.94		-7.63
432	68.70		-75.14		-30.14		-35.15		7.91		-7.30		-9.76
433	10.54		-79.91		-32.67		6.05		4.61		-8.72		8.39
434	16.01		-56.20		31.29		-56.18		0.20		4.35		5.54
435	18.43		1.96		-63.00		64.98		4.71		0.31		-7.34
436	44.21		-55.38		-32.13		-21.55		-5.98		2.65		-4.30
437	83.73		31.21		0.80		-12.42		-9.15		-9.41		-0.79
438	79.04		22.42		-6.69		-20.38		6.28		-8.40		-5.11
439	26.48		-51.69		52.11		-24.35		-1.49		-0.50		1.39
440	50.15		-71.74		-77.01		34.36		4.92		9.65		-9.55
441	88.00		16.74		-68.19		-19.08		-6.12		-8.74		-0.25
442	90.46		-70.17		-15.10		-46.72		9.37		2.68		-9.96
443	98.40		-86.02		59.94		-96.77		-8.58		5.04		-3.80
444	31.26		51.76		-47.88		-59.78		9.20		-1.99		0.66
445	94.54		88.20		-75.68		-47.32		-9.15		-9.47		-0.15
446	90.28		-99.46		83.37		2.93		-7.27		8.82		-7.20
447	40.27		-59.69		-45.63		97.25		9.40		9.28		-6.96
448	40.32		43.94		57.65		-54.03		8.38		-3.72		6.05
449	88.67		21.70		6.78		46.68		2.82		-3.41		4.13
450	2.25		-17.62		-86.40		-34.21		5.10		-6.37		4.09
451	79.08		-44.36		31.68		-1.25		1.30		-1.74		-0.11
452	8.67		2.13		54.65		62.74		-2.37		2.06		-6.74
453	51.58		-98.03		-26.74		-94.77		-3.75		9.64		-2.41
454	66.17		-43.57		3.27		37.36		4.73		8.38		-8.71
455	66.59		-34.40		-2.26		76.20		7.64		-8.24		7.57
456	15.70		70.00		21.39		60.42		-4.63		-2.82		8.56
457	1.19		-89.36		-88.64		-64.69		-0.07		0.37		-0.72
458	39.33		96.10		59.64		-60.12		1.10		-9.17		1.89
459	93.38		-2.07		76.92		-12.66		5.46		-2.94		2.19
460	8.32		-75.74		43.17		61.63		-1.21		-5.27		3.74
461	24.14		-75.30		-86.42		-49.10		-3.16		5.34		7.66
462	34.58		-24.60		-20.75		79.67		-4.11		-5.81		-3.15
463	51.71		34.49		-36.40		85.05		6.96		4.37		-2.07
464	82.09		-46.51		-25.79		55.49		8.81		9.70		7.93
465	65.92		53.76		48.77		51.88		-0.95		-9.14		-0.79
466	51.51		20.47		-33.60		64.03		-2.49		8.98		-3.71
467	97.72		70.20		-32.14		-20.48		-3.82		9.79		-4.94
468	14.87		-97.15		-72.47		-60.33		4.40		5.24		6.67
469	8.09		28.29		72.10		-34.11		9.30		6.64		6.85
470	77.03		-2.77		-7.04		-88.76		1.15		-2.10		-7.96
471	21.73		78.67		-22.51		-53.21		-2.70		7.24		0.61
472	74.33		-28.27		-84.38		-99.00		2.86		5.80		-2.00
473	61.28		-33.61		-56.06		65.12		-7.93		-6.05		6.22
474	77.09		3.41		-52.90		-39.30		0.52		-3.12		-4.49
475	23.05		73.46		-8.47		45.13		1.84		3.11		5.69
476	14.03		12.64		60.17		18.65		-1.59		-0.86		0.21
477	58.98		-3.07		14.99		-57.49		4.61		-3.94		-5.58
478	55.61		-46.11		-82.45		-25.27		-2.73		-4.79		5.54
479	82.56		92.71		-46.33		-73.22		-5.00		-6.70		3.82
480	57.41		72.92		86.77		-62.21		6.48		6.75		9.78
481	47.26		-14.92		24.20		66.08		3.10		-1.73		-5.31
482	70.70		11.63		-14.48		-31.85		6.24		-6.22		-2.33
483	65.91		59.01		-39.46		13.34		2.25		-3.57		6.36
484	30.32		-5.68		-79.70		-72.23		-7.21		-7.02		-4.18
485	97.74		85.40		-49.02		-67.36		-7.49		6.64		-6.83
486	92.07		-95.09		22.24		10.10		-4.67		5.09		4.84
487	5.05		-67.07		-74.17		34.75		-5.59		3.74		3.03
488	72.07		-74.98		-63.71		-47.22		-8.74		1.82		-8.28
489	45.70		2.99		-36.16		-60.86		5.47		6.11		3.69
490	94.38		77.15		-10.39		67.09		5.22		6.15		5.94
491	21.49		40.53		72.07		-24.81		4.75		1.55		4.72
492	20.26		82.59		-43.35		2.11		6.16		0.78		-3.44
493	43.27		-15.44		-75.60		69.96		-4.26		7.90		9.90
494	8.28		-72.65		-99.33		51.54		4.70		2.64		6.36
495	78.19		-93.42		-93.33		81.86		4.76		-5.02		0.26
496	40.96		11.41		96.44		47.78		-2.73		1.22		-1.20
497	6.52		81.28		89.81		-63.93		1.85		-5.45		0.36
498	72.95		-66.02		-73.56		-53.21		0.07		3.80		9.86
499	99.70		18.13		78.74		54.19		-0.28		9.78		-0.65

Step 0:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
-----------------------------------------------------------------------------------------
0	76.00		20.24		-8.20		82.71		-8.77		-2.45		6.78
1	37.08		33.97		2.67		0.10		3.32		1.26		9.30
2	43.57		-78.05		96.93		11.45		-5.15		-0.24		-0.03
3	90.45		25.15		90.87		-45.73		9.07		8.43		-9.80
4	97.78		-94.20		-65.66		8.28		8.06		-4.53		2.64
5	8.91		52.45		14.64		87.18		1.64		5.36		7.13
6	81.51		67.90		-22.08		48.82		0.62		-4.65		-6.27
7	88.97		-10.79		3.27		-52.67		9.26		3.58		7.44
8	20.52		-47.13		-17.98		-29.95		9.35		-5.53		-5.46
9	88.68		69.56		-44.64		11.64		-6.75		6.97		4.10
10	82.80		-26.61		76.74		5.63		0.48		-9.90		6.71
11	30.56		-72.38		48.98		-24.45		-3.27		9.88		-0.26
12	72.50		6.16		-92.98		-56.76		5.55		-5.66		-1.82
13	88.73		-20.02		0.76		96.21		-7.25		5.46		6.14
14	81.44		64.52		71.33		-81.47		9.98		-1.25		4.34
15	3.16		95.68		13.52		55.01		-5.25		5.55		-4.68
16	52.71		25.49		34.08		15.48		-3.93		7.02		5.41
17	34.23		-14.51		-44.57		91.69		6.60		0.91		-8.99
18	87.33		93.04		-26.31		23.90		3.97		7.92		-4.78
19	35.74		-84.07		-50.49		17.24		0.21		-1.34		7.62
20	64.54		-47.04		-45.92		-15.02		5.70		-5.17		1.98
21	11.44		-68.56		50.43		-44.42		7.89		-5.99		0.54
22	33.99		-10.75		0.76		-20.67		-3.08		2.45		8.80
23	85.23		-20.63		-84.58		25.93		1.51		1.11		5.48
24	92.08		65.84		34.11		-83.57		-9.40		6.71		-5.46
25	2.22		37.68		34.75		-94.82		4.30		-4.10		5.88
26	90.47		-42.81		70.57		-12.39		-3.82		1.82		-8.51
27	14.17		61.70		-24.85		33.01		9.10		-1.29		-4.48
28	63.96		-56.30		-47.53		-55.72		-2.51		-2.22		7.01
29	20.44		-30.88		70.62		44.73		-4.80		8.01		-1.94
30	47.78		4.07		6.39		-1.97		7.34		0.74		3.59
31	67.65		49.59		2.93		32.58		-3.31		3.37		-2.15
32	48.08		16.62		-60.12		-25.26		2.28		-3.68		-6.50
33	48.90		-15.77		89.53		-69.26		8.59		2.05		7.75
34	2.07		-60.76		-60.40		60.56		5.34		-5.96		8.15
35	85.86		-81.45		-96.44		48.70		-2.14		-4.40		2.69
36	70.68		82.99		-72.19		73.70		-0.89		-2.40		9.43
37	62.81		-43.10		23.73		-7.99		-1.20		7.44		-5.50
38	32.03		-70.44		94.92		-14.23		-8.89		-1.91		-0.95
39	12.32		13.24		41.64		27.94		3.31		-4.54		9.31
40	40.30		76.91		80.09		-31.17		6.51		5.18		7.94
41	32.75		16.21		15.86		74.59		4.38		-0.66		3.11
42	95.89		-25.06		-44.85		25.93		-4.35		6.57		7.40
43	15.08		53.26		98.81		-56.34		-7.64		-8.46		7.82
44	56.41		30.93		57.73		84.99		-7.74		-3.03		-7.14
45	99.45		39.01		-5.71		64.37		-1.87		1.83		-3.43
46	93.09		1.89		24.05		94.56		-2.21		8.93		-6.45
47	40.33		-39.46		-76.60		-90.41		9.70		-8.54		-9.03
48	15.85		22.38		-0.02		-73.00		-3.08		-8.50		-7.68
49	96.19		61.62		96.97		-4.29		-9.67		3.05		-0.31
50	65.71		5.19		-78.62		27.17		-7.80		8.08		9.59
51	7.63		8.78		63.95		34.14		0.47		-3.45		-5.67
52	49.93		27.52		20.96		23.37		8.29		-8.49		-1.80
53	61.67		51.07		-88.25		-71.14		3.42		-1.18		1.94
54	36.53		-83.18		-60.31		77.45		9.33		6.20		-9.08
55	45.90		30.95		-4.22		32.27		5.26		-7.85		-0.56
56	11.54		94.82		75.71		44.90		-9.98		-2.88		2.52
57	30.66		-1.51		-3.90		-47.82		-7.28		-1.56		-3.11
58	33.32		10.75		-10.29		83.36		9.13		-0.45		-9.54
59	89.27		-6.96		-38.39		-62.87		1.43		-3.74		-4.68
60	20.98		-72.32		-14.01		-34.97		9.75		-8.44		5.36
61	31.80		81.88		19.67		-89.16		3.14		9.91		4.66
62	44.41		-37.77		8.96		-31.81		5.78		5.83		6.35
63	5.04		-58.57		58.15		57.56		6.97		7.32		-1.09
64	19.09		-1.45		-93.80		85.16		0.45		-7.59		-0.20
65	66.48		98.39		-94.56		-37.15		4.74		-5.53		8.82
66	25.24		44.85		1.89		-58.94		-7.36		5.69		9.88
67	78.68		-48.38		27.54		37.28		-3.14		-0.22		-3.26
68	4.87		-75.98		-13.17		-42.48		1.80		9.56		2.22
69	66.90		-12.75		90.53		-29.93		0.38		-4.48		-4.24
70	6.42		-6.97		9.82		41.55		9.01		-9.33		2.87
71	33.36		-36.76		96.80		77.75		8.07		2.61		4.26
72	37.00		-62.31		-92.00		18.40		8.28		-3.98		-6.27
73	46.89		-74.01		-97.51		75.37		2.37		-4.68		5.51
74	65.72		83.08		7.41		58.36		7.84		8.68		3.87
75	71.96		9.15		-56.87		80.89		8.98		-5.55		-0.42
76	20.45		24.73		-29.39		30.10		-5.15		1.75		6.96
77	57.58		9.01		-71.52		13.19		2.95		-6.56		4.41
78	59.61		56.87		34.25		-85.63		-8.76		9.72		5.26
79	7.46		3.77		-63.77		-14.06		-9.34		0.73		-2.91
80	60.07		-63.31		94.97		73.59		7.70		-1.44		9.79
81	15.15		-23.52		52.22		1.08		3.92		-2.37		-7.44
82	8.39		56.03		-91.00		12.04		-4.31		-3.47		-7.56
83	28.20		15.76		89.01		-28.66		7.50		5.18		4.73
84	62.52		-23.40		52.91		-73.68		5.95		2.36		0.69
85	47.36		96.20		-13.92		-65.34		-8.99		-3.95		-5.46
86	88.15		-81.95		42.98		17.90		6.11		-1.74		1.54
87	36.66		-38.78		47.76		34.90		-8.84		-5.61		5.31
88	34.40		61.21		-58.41		18.17		-1.27		9.45		-3.68
89	6.23		-47.66		51.84		-11.64		0.80		4.75		-6.44
90	73.86		77.55		-55.55		86.74		7.13		9.02		0.41
91	79.03		-67.24		-54.45		44.54		-5.17		-1.11		7.46
92	33.02		65.43		56.98		-90.27		0.45		-1.67		7.92
93	51.46		-44.33		-43.76		39.38		-6.25		7.16		6.52
94	50.42		73.63		57.69		18.16		-5.82		9.07		5.35
95	21.47		-50.94		43.40		-64.94		7.92		3.54		-9.56
96	95.38		12.30		26.33		23.79		6.53		-8.85		-3.09
97	17.52		-34.42		68.60		-49.60		-1.85		9.40		0.36
98	32.90		5.32		0.97		89.42		3.62		0.13		-7.12
99	85.14		21.72		-50.04		94.49		-8.23		7.43		-7.94
100	81.39		85.53		66.43		59.47		-5.87		-6.08		-6.03
101	43.64		-28.50		23.68		49.86		-2.44		1.73		-2.83
102	27.06		-51.58		77.94		88.86		-5.83		-4.60		-1.41
103	23.12		14.33		-84.49		-75.62		9.86		9.11		0.39
104	67.26		-61.46		-55.06		27.73		2.33		4.69		7.84
105	18.36		-25.68		69.58		26.38		-5.58		7.80		9.54
106	90.60		-83.79		16.30		-23.70		-7.87		-0.52		-7.53
107	68.95		63.63		-85.30		-21.48		-1.39		-4.29		-4.26
108	29.85		11.34		64.30		-27.77		-0.30		8.50		0.37
109	81.04		68.77		40.48		-48.90		0.49		-0.39		5.12
110	89.40		73.64		51.97		94.55		1.00		7.15		6.78
111	64.67		18.08		-37.24		-99.99		-8.10		-9.24		-1.02
112	21.63		-37.79		-43.43		-92.86		-8.10		4.70		-2.17
113	75.54		-5.38		56.21		83.61		-3.87		-9.68		7.45
114	4.15		61.85		-41.57		-48.10		5.50		0.50		-3.63
115	76.72		81.18		48.22		78.56		5.57		3.51		-5.61
116	92.86		57.04		95.34		-68.00		-5.77		0.57		-6.78
117	99.11		15.80		0.87		-65.38		4.81		0.65		-3.87
118	43.01		38.58		13.69		30.28		-9.59		-3.53		-1.99
119	70.23		-59.46		13.50		-86.02		-9.37		-2.54		4.93
120	45.01		-3.42		62.57		-18.35		6.85		4.50		-9.97
121	84.02		18.82		59.89		68.15		-1.51		8.25		-8.85
122	20.87		46.81		-67.68		-21.28		8.95		-0.32		9.10
123	37.63		82.60		-52.14		-55.14		-9.17		-6.91		-6.47
124	31.77		-2.99		58.97		-22.35		8.40		5.99		5.89
125	99.51		-33.68		16.36		-15.02		2.56		8.79		0.66
126	82.12		-35.22		-21.66		78.08		-6.17		-7.25		1.59
127	13.64		9.74		-82.72		91.83		1.28		-3.67		-5.44
128	12.31		31.84		-56.63		-50.26		-6.94		0.06		-7.88
129	35.92		-5.02		81.45		20.46		-4.82		2.79		-0.89
130	69.73		-8.32		10.86		-82.20		-7.71		3.27		-2.55
131	37.70		-79.85		-75.16		23.26		8.97		8.77		8.55
132	52.78		6.37		-13.78		43.35		7.99		-0.24		9.40
133	40.37		18.68		-74.09		64.44		-6.85		-3.86		-5.01
134	53.84		-17.21		-38.15		1.12		-5.97		4.07		-7.49
135	46.03		79.90		62.49		-27.31		7.60		0.04		-7.01
136	58.31		56.29		-70.98		-78.76		-8.16		7.20		-9.97
137	39.96		-56.12		-72.72		-87.22		3.40		8.62		-3.96
138	73.44		58.95		2.61		0.50		2.65		-2.94		-4.16
139	31.18		41.92		-39.84		-48.03		-2.62		-9.89		2.16
140	52.33		-73.93		-89.54		95.03		-6.43		3.99		-1.03
141	41.86		-71.00		98.73		-85.59		6.71		3.42		0.46
142	11.44		70.04		-6.75		23.77		7.64		-0.77		-2.75
143	8.22		-6.77		-55.15		3.37		-0.01		-4.02		-1.00
144	51.76		-20.21		13.74		2.85		2.25		-1.85		-9.36
145	36.17		-10.62		19.42		19.50		-6.79		-4.36		-7.27
146	34.59		15.67		-81.63		-75.92		2.87		-5.55		1.50
147	57.45		-11.77		23.83		-85.70		-3.22		-8.31		6.20
148	55.13		14.27		85.00		8.46		7.52		3.05		8.92
149	18.74		20.83		73.85		13.96		0.73		8.95		-9.79
150	74.02		51.40		-52.24		-58.14		1.57		9.45		-9.35
151	35.92		-39.83		-6.74		97.05		0.39		-7.65		-1.68
152	4.57		51.46		47.24		74.53		9.47		-2.60		-5.00
153	43.64		56.91		6.28		80.11		6.89		5.78		-7.60
154	34.08		-34.12		-48.44		-90.41		0.57		-9.21		2.62
155	72.63		-89.49		23.57		-99.01		6.93		5.95		5.09
156	82.47		41.38		13.56		-15.47		-7.35		2.87		-4.75
157	50.90		11.82		37.11		16.19		-6.75		0.99		-6.35
158	49.40		-97.92		46.53		-32.40		-9.37		-7.18		-7.88
159	6.13		9.17		-81.09		-4.79		-2.45		4.85		5.32
160	92.29		-64.91		41.85		-33.21		-1.13		-0.97		8.01
161	52.78		-35.39		44.69		-98.93		-6.61		4.83		-9.66
162	84.61		49.91		70.91		-85.54		9.88		9.41		9.88
163	69.45		-28.50		24.35		74.61		0.31		1.34		7.82
164	53.74		-87.64		-46.48		-92.72		0.74		9.55		1.11
165	5.45		83.04		-7.70		-52.55		0.71		-5.38		6.08
166	23.63		-10.12		0.95		9.62		-3.69		-7.43		-2.94
167	40.75		-40.92		-53.32		-86.58		-0.32		9.48		-4.91
168	51.18		-19.78		41.18		48.56		-9.89		-5.97		6.44
169	98.62		38.90		-48.07		21.95		8.09		-0.54		-7.35
170	88.24		-98.77		16.14		60.85		0.53		0.05		-6.69
171	19.42		-48.64		-15.80		-3.39		-2.03		9.42		0.16
172	80.20		-13.65		-86.12		78.10		3.05		4.71		-9.71
173	78.75		29.65		93.84		16.94		-8.13		8.33		-0.08
174	1.62		30.76		11.84		-65.01		-9.71		-2.00		8.26
175	49.14		-93.45		-19.47		92.82		5.79		3.44		-5.77
176	22.31		8.16		-64.63		91.68		-8.26		-9.00		-8.35
177	18.55		-87.34		55.77		62.90		2.89		3.75		-1.30
178	23.25		-96.35		-72.48		17.36		3.17		5.27		-3.09
179	24.39		98.55		98.91		-85.39		-1.95		1.32		-4.44
180	79.30		51.01		25.73		-52.30		6.02		-4.78		1.30
181	30.43		24.21		-36.92		-11.23		-4.57		3.98		2.64
182	58.32		-42.35		80.48		-59.70		1.33		-3.54		9.99
183	69.31		43.19		-57.75		-82.59		1.85		-0.82		3.22
184	21.59		-40.01		-25.65		73.45		-2.45		-1.44		-2.21
185	29.32		70.12		-70.29		85.84		-8.31		-5.70		8.37
186	35.39		-25.29		-83.61		78.15		9.22		-4.22		9.83
187	15.47		67.38		91.40		-48.41		-8.06		-0.75		-6.28
188	91.59		-91.55		-51.49		78.77		-0.28		4.76		-1.91
189	15.86		-71.01		90.12		16.83		-0.95		-8.41		-9.12
190	36.51		-60.48		38.39		14.50		5.31		-8.27		2.67
191	3.51		29.69		5.91		68.65		8.73		-0.79		-4.39
192	36.46		29.26		-41.13		84.01		-4.80		2.73		5.28
193	74.71		81.18		43.79		-86.92		1.55		1.74		-6.55
194	1.38		3.74		19.33		84.66		-8.12		8.33		-5.52
195	50.50		56.97		-65.82		85.17		-2.99		8.87		6.46
196	44.54		-43.97		39.66		46.36		6.98		-3.46		3.56
197	1.36		28.78		-27.80		-87.46		-0.32		-5.58		7.28
198	55.13		-4.29		-43.58		-60.40		6.65		-3.47		-1.89
199	51.99		40.09		-29.65		35.16		9.48		3.38		7.29
200	9.89		-40.65		45.69		-61.05		-3.64		5.16		7.60
201	57.17		60.32		-35.50		-34.01		7.39		1.85		0.98
202	37.91		74.73		68.48		-90.47		-4.91		-5.19		-1.25
203	88.79		97.91		-19.53		-60.50		-1.16		9.03		-1.77
204	40.28		47.93		-22.53		-65.29		-7.86		1.07		5.43
205	37.52		44.18		-38.61		-24.09		6.65		-4.16		-8.96
206	62.65		-92.54		-24.25		84.72		-1.77		2.38		6.28
207	35.26		32.33		32.25		-28.06		5.11		-1.73		-4.23
208	77.10		-43.03		-97.56		61.51		3.96		1.84		6.10
209	28.88		5.49		-91.75		9.80		5.51		-4.41		-8.80
210	20.98		-48.14		97.89		-51.26		9.03		1.57		9.80
211	16.81		-96.65		-18.16		74.32		6.39		5.58		-3.25
212	50.41		2.22		41.24		78.61		-3.62		-1.33		0.65
213	31.13		36.64		-86.03		-20.24		7.60		6.90		-8.85
214	84.95		58.30		1.54		-92.88		-8.19		7.79		3.12
215	77.37		-50.08		84.20		-10.13		7.20		-5.36		-2.95
216	54.04		8.12		66.90		-41.06		-8.06		0.48		-0.77
217	63.71		43.42		-25.84		88.33		-0.44		-6.60		-3.15
218	78.24		-3.45		-17.47		-79.39		6.78		0.36		-0.60
219	5.41		-33.44		90.14		64.33		-2.91		-1.05		6.30
220	13.20		-14.47		-50.23		69.42		8.60		7.63		5.96
221	95.38		75.97		-59.00		-93.79		1.60		5.29		7.44
222	24.62		53.87		-97.00		-26.73		-3.30		6.15		5.95
223	85.36		-92.43		-95.85		-46.49		-4.11		4.65		-8.40
224	68.55		-75.30		16.36		52.89		3.85		-8.77		2.98
225	88.32		47.45		-73.85		28.75		-0.56		-7.42		2.39
226	41.02		-83.33		7.28		12.24		-9.78		-6.44		2.96
227	17.69		-37.12		-57.81		-93.03		-1.30		-8.61		4.94
228	10.17		-100.00		3.58		81.91		-7.34		-1.12		-7.04
229	5.70		-28.55		-69.43		-25.41		2.29		5.65		-6.27
230	90.27		-2.83		-75.70		-47.12		9.52		-9.15		1.01
231	47.06		-3.03		-2.48		79.60		4.94		-5.00		3.77
232	26.21		81.46		-27.29		-58.65		-7.55		0.86		5.87
233	66.11		-99.87		-81.21		56.83		-4.78		8.48		-7.35
234	83.80		-16.54		-98.26		-67.65		-4.86		-8.86		-3.88
235	51.99		77.55		-99.14		-28.74		-3.43		8.22		-0.64
236	25.64		-6.09		-20.29		-45.86		7.79		-4.60		7.93
237	39.69		88.36		57.27		74.98		7.09		9.50		7.87
238	37.97		14.17		-22.88		-81.27		-6.63		-1.70		0.25
239	21.61		-13.43		38.68		-40.35		2.49		-0.32		6.82
240	82.40		88.99		-59.91		98.73		1.86		-7.59		0.23
241	50.43		-18.00		-56.20		-54.60		4.30		-7.58		-6.62
242	72.00		-12.31		-94.52		-22.86		8.05		8.85		-6.55
243	63.49		45.82		-69.59		42.47		-9.84		-9.07		2.39
244	49.41		-99.13		37.75		-87.55		-8.69		-9.14		4.42
245	40.62		-49.80		41.55		0.07		-6.37		0.84		-5.89
246	95.08		-92.07		-70.84		41.65		-0.79		1.24		4.22
247	86.77		15.23		-89.08		99.19		-6.68		-1.41		3.97
248	57.21		68.80		-64.14		57.99		-0.50		-8.30		8.86
249	52.60		-86.65		-61.77		97.80		-7.71		-2.31		-3.01
250	88.88		-1.84		34.81		10.20		-8.17		5.73		-5.49
251	89.64		84.53		64.90		-43.48		0.35		-9.82		3.34
252	91.82		56.75		-33.21		-42.63		-7.22		1.83		1.97
253	8.24		-11.74		-32.21		-85.89		6.17		-9.07		1.68
254	88.98		-52.72		43.74		-87.99		7.57		-8.92		-1.75
255	94.73		16.56		84.33		-70.62		2.11		3.03		3.20
256	43.88		89.59		-6.90		-39.73		9.43		-9.35		0.91
257	84.29		-11.33		93.31		-61.55		-5.75		-4.57		-0.86
258	30.78		-46.34		-41.71		-68.09		-7.99		-1.04		7.36
259	99.18		-55.91		52.12		-62.40		-4.65		7.37		-5.40
260	99.70		-5.86		-28.71		23.61		-4.24		-7.32		-1.46
261	46.06		-81.52		-60.76		80.17		3.71		1.43		-4.65
262	39.87		-76.46		-81.51		31.68		-6.96		0.42		-8.22
263	48.14		34.02		-42.69		24.26		2.49		7.41		5.75
264	49.29		-12.74		17.39		31.67		8.63		6.04		3.68
265	4.29		-41.29		-8.30		18.10		7.11		-3.00		6.72
266	82.34		65.47		62.33		-19.23		-4.53		2.05		-4.46
267	55.07		8.69		-52.95		26.13		6.31		9.62		0.40
268	82.18		51.91		-11.14		39.44		-6.35		6.09		8.07
269	38.95		68.62		-43.09		2.63		-5.87		3.57		-5.76
270	10.18		-40.83		69.54		13.75		-8.76		-2.35		-8.28
271	44.10		72.59		-48.28		-80.64		1.12		7.49		8.77
272	70.74		-98.02		-2.67		82.49		-5.47		-8.77		3.23
273	82.01		-54.54		-27.73		96.38		-9.19		1.59		7.64
274	63.28		91.96		-7.86		-13.54		4.09		-9.19		-3.76
275	56.66		-37.04		48.47		81.31		-1.32		-0.76		0.80
276	44.16		14.07		39.25		61.16		1.19		-7.99		1.17
277	16.73		-14.35		-30.57		-55.36		3.73		-0.55		4.50
278	44.09		-45.02		-20.48		12.17		5.70		9.75		7.43
279	29.72		89.25		33.70		60.80		-5.41		2.41		3.39
280	83.98		92.35		-57.23		-60.14		3.62		-5.92		-6.07
281	16.17		-85.65		19.97		-24.00		-2.72		-0.94		3.06
282	34.72		-11.50		-73.51		-84.09		-5.29		7.16		0.17
283	18.47		-35.13		78.92		22.74		-1.58		2.63		-6.86
284	24.68		14.29		27.95		2.50		-5.90		-2.81		-0.14
285	26.71		-92.85		36.58		-85.39		5.97		4.26		-6.69
286	36.88		4.49		39.03		66.65		8.00		0.43		-5.97
287	91.74		42.81		-66.07		-20.62		-1.32		-3.05		3.43
288	24.24		-34.93		-17.76		62.83		8.73		8.37		7.98
289	53.53		53.30		-9.73		27.39		-9.46		-3.31		2.81
290	96.20		11.75		44.22		-75.35		-4.64		1.15		9.74
291	89.03		90.82		33.54		-82.31		-1.67		8.88		6.45
292	28.25		-65.76		95.35		69.86		-0.64		5.91		-1.07
293	46.09		55.59		-49.27		47.64		-6.88		-8.86		-4.33
294	52.64		21.01		90.17		-31.56		8.29		8.61		8.00
295	64.52		66.81		22.28		15.06		-6.83		-7.34		1.35
296	86.24		-77.03		67.15		32.31		9.38		-3.41		4.38
297	16.73		-76.82		-77.98		24.61		-9.12		-1.23		-3.98
298	96.92		59.10		56.90		-42.27		0.24		-0.02		6.93
299	23.97		-67.78		-15.62		-57.62		3.63		-8.76		4.21
300	33.89		-17.34		27.43		-80.46		8.43		0.18		-5.90
301	87.18		-55.23		88.21		-18.20		1.52		-0.66		-7.51
302	30.34		-96.01		12.61		-2.78		8.04		9.67		8.52
303	67.68		-61.55		-75.05		87.20		4.62		-7.26		-6.78
304	47.34		33.16		-67.55		69.35		-7.77		8.18		-6.41
305	78.03		42.61		-22.39		92.68		3.92		5.12		-8.08
306	97.01		71.45		-14.93		-26.12		-4.07		0.28		1.44
307	75.50		61.44		-41.16		-17.29		-4.48		2.91		4.04
308	92.35		2.56		86.39		60.12		9.42		1.72		-9.09
309	75.21		-59.40		-38.97		0.85		-2.20		9.46		-8.10
310	91.75		-77.98		73.58		-10.63		8.82		-1.92		-7.43
311	13.50		-76.17		-74.79		-46.14		0.75		-1.89		-4.88
312	99.92		83.70		-75.22		81.98		-8.75		9.61		1.72
313	89.22		-29.63		69.47		79.48		-9.27		-4.65		-8.05
314	11.39		-70.58		89.75		-75.02		4.47		2.77		-3.10
315	73.26		5.75		38.86		-39.21		5.65		-5.05		-5.45
316	96.07		-51.97		28.92		13.57		-7.92		1.91		8.35
317	67.81		-80.62		-48.52		45.16		8.60		5.56		-4.89
318	95.91		-60.78		82.71		-42.40		2.10		-9.88		-5.43
319	68.50		31.76		-14.41		-73.87		-5.31		-7.23		7.71
320	69.54		-33.02		0.48		77.56		-1.99		-8.11		-3.42
321	28.96		3.37		17.13		-84.50		-9.43		-4.72		-5.34
322	64.91		58.12		-15.22		-18.32		-6.44		-3.63		-2.16
323	78.83		-67.71		25.26		81.83		-2.66		8.70		-1.42
324	56.89		83.33		97.39		49.75		7.85		6.86		-5.50
325	71.52		-95.21		60.16		86.58		9.35		5.16		-4.00
326	90.68		57.96		60.45		62.38		-2.08		-7.01		-1.72
327	66.87		92.83		50.15		-77.07		-5.92		3.21		4.43
328	83.94		-8.27		-14.33		-31.19		-7.40		-0.80		2.85
329	23.72		98.59		-55.78		73.00		6.42		-5.79		2.87
330	10.62		-51.33		-90.08		-41.88		2.28		-9.40		6.20
331	26.72		65.33		-18.33		58.04		6.09		-7.73		-2.55
332	71.81		-45.53		88.24		-0.85		0.18		-1.54		1.54
333	40.15		84.96		41.28		84.46		2.42		-0.74		2.13
334	82.49		-94.67		-85.98		-52.74		-6.96		-6.96		3.37
335	33.58		-34.65		9.30		50.78		-6.41		-4.33		5.48
336	35.32		-32.65		11.87		33.27		-8.16		6.06		8.14
337	85.70		93.56		71.18		-18.19		-8.68		0.08		0.69
